	N1	N2	N3	N4	N_Unx1	N_Unx2	N_Unx3	N_Unx4	N_P1x1	N_P1x2	N_P1x3	N_P1x4
AGAP000319	378	207	329	236	614	765	808	733	423	719	520	825
AGAP007098	1357	680	995	718	489	563	365	379	607	599	678	673
AGAP001769	1395	1336	1032	918	1116	942	600	764	563	709	1376	735
AGAP006623	2930	1877	1931	1630	2103	2256	1759	1773	2029	2336	2128	2417
AGAP008574	1042	922	832	749	1428	1529	1557	1557	1669	2064	1532	2471
AGAP029539	5407	3756	4090	3731	4147	5024	4136	4124	2358	3668	3260	3600
AGAP011095	287	218	141	146	426	571	612	496	146	237	170	210
AGAP010567	1632	1164	966	969	1460	1573	1244	1183	804	1042	834	1063
AGAP002231	59	16	5	21	10	5	11	4	1	5	0	0
AGAP010989	19	13	7	15	27	36	43	28	10	38	24	19
AGAP011975	851	448	643	372	540	596	505	511	501	690	450	644
AGAP009647	7789	6297	5270	4027	2170	2415	1970	2030	3898	3379	3404	4179
AGAP028575	173	66	58	75	47	69	62	64	37	55	41	60
AGAP028731	8	6	2	0	5	7	1	15	0	6	1	5
AGAP003067	977	627	768	657	867	976	809	889	631	967	784	891
AGAP011675	298	144	172	161	300	352	424	286	383	440	515	482
AGAP004532	11540	7362	7119	6426	6676	7268	4895	6237	6574	7010	6716	8164
AGAP013049	105	48	57	25	36	59	57	35	27	31	41	25
AGAP004392	6425	3159	4098	3725	3130	3674	2675	2604	3384	4527	4088	4753
AGAP009320	4111	3416	3097	2892	2429	2831	2571	2629	1771	2794	2279	2408
AGAP012995	205	118	91	98	230	137	142	110	99	198	213	137
AGAP004680	24	7	22	15	18	21	14	30	3	21	9	4
AGAP029355	117	34	4	22	9	18	12	21	0	6	1	3
AGAP001043	5844	4252	4082	3435	5470	6212	5866	4978	4206	4968	3969	4932
AGAP010337	189109	109007	97405	85565	60500	68725	39557	59865	33136	43390	36468	44359
AGAP001564	1768	1137	1397	1141	2876	3685	3328	3371	1828	2773	2332	2836
AGAP004719	3963	2875	2406	2033	737	836	242	554	1218	914	1269	1659
AGAP009188	1620	1010	1129	854	824	891	742	764	923	1055	1114	1182
AGAP006573	8225	5711	5350	4656	3272	3697	2779	3091	3041	3527	3173	3904
AGAP002285	5042	2714	3148	2723	920	1286	785	887	1068	1386	1145	1129
AGAP002708	142	114	105	111	134	244	201	102	111	89	61	104
AGAP005897	2565	1576	1913	1527	1844	2328	1872	1802	1786	2097	2141	2242
AGAP001596	32	10	4	4	4	6	3	18	1	8	2	5
AGAP003759	3925	3116	2815	1865	2679	3256	1672	2032	2136	2077	1880	1954
AGAP001325	23894	16216	14937	13274	13492	15749	11105	13896	7717	12024	10932	11155
AGAP012507	353	335	317	326	1438	1523	1253	1456	743	1280	1036	1192
AGAP008258	3426	2024	2376	2046	1501	1523	1282	1216	1621	1530	1734	2037
AGAP004576	179	63	66	76	78	72	91	93	145	147	163	144
AGAP012392	20965	13069	11854	10695	7783	7830	5088	5544	7579	8552	7182	8873
AGAP002253	5272	3959	3755	3483	3785	4121	3373	4016	2529	4027	3729	3583
AGAP000515	776	475	489	523	238	280	232	242	286	305	381	343
AGAP013214	2200	1443	1666	1516	1802	1914	1414	1941	1807	2103	1758	1969
AGAP010115	365	229	176	190	257	190	233	205	103	144	163	142
AGAP012736	14	2	0	0	0	1	0	2	0	1	2	0
AGAP013743	111	50	49	38	74	112	153	127	35	41	74	48
AGAP009537	235358	143109	145701	115260	114698	126166	82535	121004	44192	71963	53250	63797
AGAP010540	510	145	272	321	344	436	282	272	257	426	264	395
AGAP009809	723	425	456	429	848	1170	1048	1033	919	1346	950	1351
AGAP000410	2003	1194	1556	1184	3098	3686	4167	3890	1491	2539	1939	2844
AGAP000402	2640	1479	2118	1595	1545	1554	1407	1415	2106	1972	2116	2046
AGAP002792	132	99	54	54	67	94	98	66	23	36	67	59
AGAP005392	1031	565	677	566	831	872	601	618	725	803	820	805
AGAP005521	745	465	577	554	1353	1302	1380	1421	942	1025	793	1027
AGAP006105	244	69	135	117	91	111	79	109	174	163	169	153
AGAP011135	139	104	93	91	202	187	312	270	153	275	215	236
AGAP028083	0	1	0	0	8	2	7	13	2	6	9	3
AGAP006990	710	404	573	373	1567	2204	2108	1499	835	1610	1060	1380
AGAP003600	2971	4308	2534	2105	3336	3540	2254	3616	857	1252	1275	1103
AGAP013164	122	53	50	51	47	63	87	68	35	57	43	51
AGAP002491	2162	1262	1457	1207	1284	1579	1309	1279	1739	1857	1762	1843
AGAP003032	212	148	155	127	391	351	327	376	454	447	409	452
AGAP029625	1425	978	942	709	750	948	844	733	643	762	643	819
AGAP006664	402	195	222	160	513	333	253	398	171	249	333	208
AGAP012846	0	0	0	0	0	0	0	1	1	1	0	0
AGAP000992	106	71	58	79	179	277	449	310	91	102	112	103
AGAP011697	1892	904	1120	1110	2100	1726	1377	1935	1830	1593	1665	1454
AGAP003340	168	124	149	110	70	95	107	51	83	149	148	119
AGAP012485	7764	4008	4803	4448	3295	3902	2502	2854	3299	4100	3285	4286
AGAP028737	33	11	8	2	14	28	13	11	1	15	4	10
AGAP006166	176	59	87	99	129	142	162	141	91	131	96	100
AGAP004730	254	145	181	106	136	143	84	160	91	198	81	138
AGAP003788	126	81	18	20	22	64	74	36	20	18	28	38
AGAP001316	710	483	431	341	642	863	666	710	703	675	584	1003
AGAP029403	370	174	160	218	329	391	391	267	132	253	246	307
AGAP010487	9	6	6	7	2	3	1	4	4	9	2	6
AGAP028397	236	105	158	69	247	229	194	229	95	144	130	172
AGAP001651	2315	2082	1707	1340	1657	1762	1625	1248	1521	1972	1803	1966
AGAP009457	999	763	704	550	946	1117	1043	919	522	884	800	888
AGAP004455	1238	633	1110	980	1088	771	587	773	1378	1278	1293	857
AGAP012200	137	57	88	66	76	84	99	27	104	99	83	202
AGAP013227	9	2	0	2	5	1	2	4	1	3	0	0
AGAP001510	20	25	20	10	7	9	18	20	9	4	5	25
AGAP007962	690	337	409	339	332	361	268	282	368	423	374	375
AGAP010283	2387	2231	1378	1157	1092	1239	884	995	1045	1438	1176	1245
AGAP004521	2984	1853	1870	1960	2655	3002	2863	2260	2364	2868	2716	2524
AGAP004817	19177	11022	14118	10479	14373	16905	14611	13891	11099	16789	12729	16673
AGAP028491	47634	28424	29810	24281	10157	11688	6760	9679	14102	12520	14660	15237
AGAP012566	8	0	0	0	0	0	8	0	2	2	0	0
AGAP002892	2318	1418	1637	1456	1664	2298	1976	1850	1244	2175	1940	1979
AGAP012134	13777	8252	10402	9726	8427	9615	7633	8203	10351	11475	9821	12690
AGAP011590	7457	4493	5899	4597	4735	3877	3646	3984	2751	3309	3050	4364
AGAP002975	69	57	71	54	53	43	75	61	60	122	80	83
AGAP029262	56	25	27	40	62	71	41	42	41	45	42	67
AGAP012624	1450	1054	338	1081	882	1197	889	1176	1054	1082	1086	1024
AGAP004318	17575	11228	11557	10538	8109	8750	5330	7726	11049	9318	11070	10679
AGAP011852	14034	10408	9515	6800	9664	11372	8577	10128	7752	6790	7352	7877
AGAP004583	364	344	373	329	274	86	122	96	667	247	378	275
AGAP001998	1533	817	977	976	755	815	561	623	842	918	823	966
AGAP008179	53	47	36	39	91	45	99	171	62	474	38	176
AGAP029875	837	359	551	387	383	388	369	379	643	690	516	762
AGAP001725	1016	503	690	575	396	508	321	344	430	631	619	609
AGAP004344	1130	609	840	777	2164	3060	2719	2082	1109	2084	1665	1827
AGAP000966	221	125	154	73	254	470	510	382	88	198	146	163
AGAP010697	1193	667	730	594	3292	4328	4873	3868	1816	3270	2307	2832
AGAP008334	97	54	55	30	104	74	100	139	22	72	42	79
AGAP010995	37	9	12	7	20	27	23	26	6	18	18	10
AGAP010331	50301	27894	31190	28349	18327	19193	13942	14124	22082	23207	20711	27522
AGAP029120	754	561	486	262	417	334	266	268	252	397	373	371
AGAP000028	875	490	634	503	1580	2511	2951	2119	632	1292	896	1242
AGAP007264	9013	6037	4771	4292	4747	4850	3080	4821	4098	4753	4869	5285
AGAP009990	17433	10532	12708	8986	43785	55639	49280	43162	25151	41146	30774	37887
AGAP028165	0	0	0	0	0	10	0	1	0	0	0	0
AGAP006941	2021	1056	1511	1599	1551	1969	1355	1301	2254	2653	2089	2787
AGAP000817	33	4	2	15	2	2	3	10	1	2	2	0
AGAP004741	88	30	44	55	72	89	101	92	61	106	110	140
AGAP012509	40	7	4	8	22	27	9	21	14	19	6	12
AGAP008970	2261	1607	1734	1877	2282	2464	2273	2081	1705	2777	2627	3043
AGAP004725	54851	30483	34790	29690	21401	24001	16136	17617	29031	30125	28110	35684
AGAP011189	2484	1967	1541	1532	2018	2325	1948	2259	1456	1922	2051	2200
AGAP004920	1850	1036	1219	1073	954	1023	853	845	614	451	468	478
AGAP007278	383	813	294	267	375	467	348	374	125	279	137	214
AGAP002371	2435	1473	2024	1684	2718	3611	3846	3188	2335	3153	2614	3319
AGAP000005	2286	1168	1785	1183	4234	5717	5248	4569	2864	4330	3273	4278
AGAP003741	121	74	84	67	110	134	120	109	119	150	142	145
AGAP013513	168	101	68	63	27	49	54	55	57	82	22	67
AGAP002533	1261	763	836	816	421	616	435	442	481	669	703	856
AGAP012236	2296	1597	1790	1471	6291	8622	8995	6842	3355	6091	4439	5491
AGAP011582	2811	1897	2012	1756	724	865	643	657	641	1155	921	1246
AGAP004162	380	151	159	193	172	145	147	126	127	117	92	135
AGAP006261	55	79	24	8	17	16	22	40	1	6	8	10
AGAP006920	57	59	28	30	118	111	123	93	47	90	70	83
AGAP000035	2270	1487	1512	1467	2925	3809	3911	3156	2879	3746	3156	4127
AGAP004369	309	230	224	192	383	624	540	517	247	377	388	340
AGAP004247	29408	17507	19410	15614	14880	14058	10204	11242	20657	17770	17210	18251
AGAP007280	143	26	31	58	81	111	116	84	33	73	79	74
AGAP005593	27	5	8	7	3	11	4	14	0	7	0	2
AGAP001015	1098	632	708	502	2244	2669	2844	2863	1117	1959	1159	1985
AGAP007643	56526	41815	40087	34373	37065	39299	27938	31682	33627	37493	35430	40723
AGAP011065	648	391	603	558	457	423	357	633	211	413	376	354
AGAP002194	3083	1831	2114	1798	3961	4622	2969	5012	2125	2641	2330	2622
AGAP004184	32	3	8	6	7	9	9	2	0	2	1	0
AGAP009108	944	604	571	487	354	488	436	427	374	411	445	551
AGAP005990	3004	1647	1902	1763	836	920	696	819	1030	1159	1060	1256
AGAP002908	2021	1367	1572	1387	1131	1664	1543	1209	1087	1505	1203	1508
AGAP003118	1555	880	1062	799	2206	2526	2740	2214	1818	2907	2055	2443
AGAP011141	3253	2684	2190	1925	3355	4497	3194	4040	1676	2410	2354	2341
AGAP005035	3529	2142	2519	2489	2033	2657	2137	1984	1923	3126	2896	2950
AGAP009680	530	162	357	267	162	181	164	155	201	277	226	296
AGAP013472	23	17	20	18	33	47	24	39	38	30	14	10
AGAP009803	456	297	267	215	888	1087	729	922	607	876	633	776
AGAP007314	1123	1309	840	804	706	705	572	1021	454	385	463	259
AGAP009172	6445	4613	4607	4367	4667	5423	4348	4865	4175	5431	5170	5186
AGAP010227	115	145	136	92	22	25	27	27	21	30	26	35
AGAP029926	90	24	8	28	10	20	30	47	7	16	12	6
AGAP006084	303	165	188	181	207	360	277	290	133	276	247	234
AGAP006814	262	110	111	81	141	182	160	128	128	186	133	149
AGAP009971	2038	1223	1430	1141	1012	1160	836	829	1120	1358	1463	1495
AGAP004332	10333	5704	6153	5676	4179	4590	3713	3723	4177	4956	4970	5440
AGAP007279	162	112	113	96	298	410	559	397	188	329	188	276
AGAP002931	11100	7098	7788	6084	3697	4277	2924	3416	5989	5029	4577	5757
AGAP006089	1739	1217	1307	1027	2819	3930	3903	3472	1318	2337	1822	2104
AGAP001067	111	37	31	12	87	85	82	72	51	294	42	191
AGAP005790	24	14	12	0	9	1	12	9	0	11	0	2
AGAP008417	1259	625	727	704	500	524	396	389	556	616	721	632
AGAP010399	747	2238	462	310	305	179	161	364	176	187	213	209
AGAP004098	7679	5688	5321	4354	5696	5962	4950	5365	5711	6368	5902	6232
AGAP008563	118	58	46	77	72	123	121	86	46	59	31	61
AGAP002293	158	75	85	109	146	145	138	97	82	119	76	65
AGAP013032	483	299	307	261	420	464	330	346	358	554	447	577
AGAP007801	642	393	455	356	4075	5342	4891	4842	5898	7243	4562	8161
AGAP003594	2752	1328	1577	1650	1214	1434	1147	1011	2009	1994	1889	2438
AGAP005639	8022	4809	6159	5443	9212	8818	6319	8198	6765	5990	4647	5252
AGAP001970	46	1495	14	17	56	77	23	33	50	11	22	48
AGAP010592	9826	5872	8706	6293	7466	7157	6127	7109	6648	7332	8579	8289
AGAP001671	1177	912	858	870	1069	1410	1625	1005	745	841	789	975
AGAP007397	4946	2605	3128	3413	5513	5624	4337	4778	4569	6206	6801	6998
AGAP004910	2330	1439	1600	1470	1347	1312	828	913	1580	1626	1388	1759
AGAP001414	3797	2167	2521	2156	1521	1672	1282	1267	1905	2077	1952	2415
AGAP010160	28194	22091	20680	16112	11657	10162	7858	10997	12187	10923	8974	11521
AGAP011592	379	105	215	187	107	69	61	63	124	169	91	182
AGAP006145	59	445	36	21	72	79	77	177	6	11	2	21
AGAP006947	4132	1858	2718	2387	2026	2390	1671	1411	2100	2630	2334	2950
AGAP008918	1666	1008	1006	999	1414	1739	1345	1381	953	1228	1233	1395
AGAP000708	1515	998	1132	905	5628	6899	7010	6841	4692	6072	4817	5797
AGAP010330	55	18	46	30	53	92	93	71	10	30	31	35
AGAP012907	106	96	50	39	94	104	82	121	120	68	121	75
AGAP006703	24	9	2	8	2	6	12	15	0	3	5	0
AGAP002130	1354	815	875	868	485	554	496	416	605	705	746	736
AGAP029518	88	51	73	37	96	88	80	234	82	102	87	73
AGAP029145	4	0	3	3	0	5	0	6	0	3	0	0
AGAP001859	3784	2589	2613	2621	1977	2011	1724	1723	2113	2468	2004	2484
AGAP002000	171	176	170	142	409	468	470	391	120	230	189	200
AGAP001110	4892	3033	3258	2822	3386	3670	2547	3137	2693	3250	3415	3300
AGAP012365	167	145	110	49	128	187	113	168	120	124	73	126
AGAP012019	219	126	148	98	621	772	725	538	287	508	376	487
AGAP003791	548	365	465	300	419	354	332	378	309	351	370	455
AGAP002381	986	657	723	635	698	940	686	733	653	812	746	829
AGAP007808	1515	897	1069	706	4675	5535	6198	5228	2074	3683	2615	3506
AGAP011731	1329	896	1001	830	797	723	641	680	488	787	715	1140
AGAP011199	2069	1156	1653	1607	2328	3218	2972	2827	1605	2582	2071	2631
AGAP004399	10144	4899	6170	5484	6986	6413	5261	5529	4023	5272	4125	5889
AGAP008650	793	472	524	439	904	873	837	753	472	666	529	675
AGAP005671	13	3	3	12	3	17	8	15	0	4	1	1
AGAP007014	765	456	431	501	113	168	74	137	256	137	164	98
AGAP009415	1605	919	1377	1076	783	566	584	771	627	798	654	859
AGAP003737	626	287	464	399	313	263	227	240	409	396	425	473
AGAP001089	19	11	10	13	13	6	22	16	12	11	5	5
AGAP001485	640	657	423	351	379	388	475	456	214	378	400	308
AGAP006999	184	130	108	105	187	256	189	217	148	175	110	178
AGAP012777	22	4	8	19	4	17	8	7	4	3	8	3
AGAP007128	710	480	574	614	713	1089	854	812	884	1228	776	1384
AGAP029552	363	273	232	290	109	98	66	132	25	49	40	31
AGAP013107	4615	2654	2754	3035	5507	6600	5763	5011	3453	6081	4319	4540
AGAP013252	7261	3873	3846	3692	245	1742	205	233	3630	302	450	818
AGAP029369	1959	1460	1228	929	1416	1284	706	1174	906	1009	1052	1170
AGAP010314	5337	2584	3310	2896	1853	1923	1337	1220	2511	2654	2562	2956
AGAP008667	28178	17426	19214	15461	11361	13227	9367	12071	12585	12806	12943	14868
AGAP000278	10257	12239	7250	5283	3504	4190	2977	3755	1902	2640	2149	2526
AGAP008141	27129	20612	15374	12049	22909	18834	8657	25134	9839	7278	9841	5620
AGAP011364	2878	1882	1982	1874	1502	1533	1050	1267	1692	1583	1624	1986
AGAP000971	3559	2460	2331	1848	1238	1474	1224	1376	904	1326	1154	1175
AGAP002641	11	5	4	14	2	4	0	6	14	10	2	4
AGAP005411	1628	1042	1115	981	2176	2878	3006	2405	1123	1817	1525	1747
AGAP009434	1105	856	776	661	1191	1251	727	1302	704	732	754	936
AGAP007531	7838	4778	4486	3723	3505	2936	2084	2759	3154	3324	3083	3469
AGAP009759	1931	1573	1193	483	526	956	1132	1055	81	142	46	109
AGAP006682	1231	830	952	747	1071	1094	1081	963	997	1154	1275	1272
AGAP006830	87	125	37	29	5	17	31	14	19	31	3	12
AGAP003337	7526	4466	4507	4304	3677	3652	2693	3258	2991	3445	3011	3509
AGAP013490	5251	2322	2445	2115	8765	7273	7248	8989	4885	6712	5617	8269
AGAP013143	8189	4807	5116	4598	4520	4837	3595	3531	4231	5317	4744	5212
AGAP003705	1110	505	647	641	466	419	429	371	385	672	635	691
AGAP002026	2209	1372	1604	1203	835	904	794	716	959	1065	885	1052
AGAP003250	30760	16917	21571	19748	5210	6887	3400	5277	8455	7961	8879	9354
AGAP029283	76	16	16	15	23	14	29	30	15	16	103	49
AGAP006560	10	1	1	3	1	0	0	2	0	0	0	0
AGAP007291	251	175	106	179	374	432	280	417	412	625	359	582
AGAP000117	511	328	344	342	300	425	469	336	137	274	175	244
AGAP005584	2476	1486	1551	1657	1560	1777	1368	1455	1631	2067	1975	2462
AGAP002278	4943	3729	3758	2711	7811	7317	7052	6579	7793	8607	8112	7262
AGAP012181	2190	1705	1609	1320	2838	2984	3023	3653	1049	1705	1309	1369
AGAP004655	19238	9077	11607	10153	9283	9630	6900	8407	8481	8092	8969	10224
AGAP005750	7718	4472	5132	2965	11043	9757	6888	8644	8482	10533	9827	8615
AGAP006232	982	627	651	587	739	662	769	812	567	824	830	896
AGAP000531	1224	699	868	735	534	567	449	420	815	762	873	852
AGAP009528	670	522	484	367	779	590	901	687	586	674	535	669
AGAP008350	1907	1785	1667	1227	1910	4003	5620	3090	1359	2836	1837	2575
AGAP009724	1420	685	805	705	739	699	730	591	1047	1129	895	1148
AGAP002625	187	165	156	87	230	346	401	310	315	305	200	425
AGAP013499	1254	829	893	807	1228	1592	1615	1442	778	1331	1231	1513
AGAP005280	143	53	64	84	146	199	214	178	68	103	90	124
AGAP007236	1	0	0	0	0	0	0	1	0	0	0	0
AGAP009969	150	87	119	93	91	65	76	71	78	108	100	82
AGAP001627	3035	1769	2087	2089	2916	4206	3164	3268	4033	4204	4888	5225
AGAP002606	7130	6935	5606	4325	2738	2829	2395	2342	3688	4067	3621	4487
AGAP012601	0	0	0	0	0	0	0	0	7	0	0	5
AGAP000917	27	4	10	18	2	7	22	9	4	0	8	5
AGAP029916	1022	933	827	692	1136	1136	1274	1016	1311	1354	1364	1576
AGAP002591	294	361	212	181	402	528	479	379	253	401	335	468
AGAP000806	8758	5345	6241	5496	4843	4562	3188	5079	6066	4305	4849	6095
AGAP029426	271	122	226	135	118	96	68	59	148	137	113	116
AGAP003765	250	159	109	133	251	221	171	335	296	328	294	352
AGAP008522	817	459	552	515	371	367	305	309	374	482	425	529
AGAP003880	55	31	18	27	33	78	58	63	18	29	16	11
AGAP006441	8343	5177	5823	5269	3019	3589	2386	3069	3760	3133	2860	3013
AGAP008678	21	8	4	12	31	63	56	72	16	22	16	16
AGAP001500	660	390	477	414	573	913	685	726	494	827	630	756
AGAP005786	21	4	2	8	5	12	2	5	3	7	4	8
AGAP008776	99	40	30	63	29	62	70	59	16	54	37	46
AGAP009576	225	121	84	123	136	226	233	203	31	192	100	116
AGAP005418	8672	4693	5434	5434	3714	4309	2782	3478	4152	4446	4279	5019
AGAP029375	0	0	0	0	0	0	0	0	0	0	0	0
AGAP010088	13535	8084	9262	7554	14012	15731	12032	11675	9829	14239	11719	13154
AGAP000682	3238	1807	1975	1868	1245	1397	1506	1037	1196	1335	1398	1325
AGAP004264	3327	2060	2197	2057	1272	1620	1132	1100	1783	1829	1654	1937
AGAP010721	1249	561	887	717	407	400	344	296	546	642	461	597
AGAP012307	1774	1006	1483	969	4381	4466	4192	4988	4127	4684	3765	4209
AGAP004629	5676	3132	2818	2752	1814	1965	1427	1475	2015	2149	1884	2496
AGAP007569	582	357	424	333	134	196	125	247	278	216	234	259
AGAP029338	651	265	498	424	229	292	178	183	341	462	505	482
AGAP001631	53	14	10	16	8	49	7	28	8	7	2	4
AGAP029360	447	485	358	241	39	32	39	62	16	26	37	43
AGAP005745	793	417	444	421	489	591	482	522	581	669	725	583
AGAP028611	376	246	160	157	482	502	466	417	228	323	232	425
AGAP005307	1366	626	960	807	423	450	316	392	725	635	729	842
AGAP000046	3867	2228	2991	2346	5185	2829	2529	2582	3849	5536	4365	4696
AGAP006586	7	3	1	4	2	3	3	12	2	2	3	10
AGAP013238	1482	732	962	742	309	472	223	322	557	478	430	561
AGAP011783	347	183	291	186	187	180	92	103	82	177	104	158
AGAP000689	2091	1150	1269	1312	878	1189	933	899	933	894	984	1106
AGAP010392	24558	10896	15592	12586	2485	2733	2285	1987	3981	3334	3219	3706
AGAP004867	10044	5801	7318	5478	5073	5145	3484	3904	4617	5448	5062	5422
AGAP006855	2	0	1	0	0	0	1	6	0	1	1	0
AGAP010081	722	343	457	383	417	423	361	337	463	438	854	633
AGAP003519	12345	8168	9525	7706	24022	29828	28771	24814	15465	24942	17912	24189
AGAP029610	1197	880	794	814	1327	1837	1449	1364	997	1675	1448	1645
AGAP009401	163	135	139	152	195	178	175	143	85	162	115	153
AGAP012817	36	16	16	8	27	38	58	62	9	25	41	10
AGAP000602	1324	830	965	893	1491	1703	1609	1462	1340	1768	1697	1727
AGAP011579	29	10	5	2	2	6	3	6	0	0	0	1
AGAP010769	4961	4862	4339	2715	3080	3524	2664	2575	4513	3994	4168	3968
AGAP008159	3093	1468	2009	1609	1283	1314	1214	1129	1836	1996	1691	2191
AGAP005474	1416	839	993	961	285	322	288	285	366	368	463	469
AGAP006871	236242	139304	163663	146989	126207	130826	91436	122729	127220	137114	146823	157108
AGAP010404	95143	311843	65683	49842	40094	68496	40307	47877	32351	39741	26111	32915
AGAP002229	336	217	186	157	424	542	480	452	244	270	235	225
AGAP004735	948	490	686	461	280	305	202	214	512	509	628	668
AGAP000728	374	287	275	197	493	591	608	602	404	472	396	509
AGAP029572	1516	1121	1290	1231	1303	1622	1551	1430	1042	1359	906	1263
AGAP028647	196	48	47	71	138	133	115	167	61	81	48	105
AGAP011482	35	18	27	32	36	26	37	19	13	35	16	18
AGAP007507	831	582	623	463	389	357	299	341	297	296	462	512
AGAP002108	258	155	174	204	245	295	290	246	116	280	310	321
AGAP002074	408	181	298	235	150	181	187	166	453	343	395	442
AGAP003283	801	498	485	613	1776	2292	2173	1713	1483	2322	1660	2263
AGAP006535	915	470	500	464	449	445	367	381	266	425	488	499
AGAP009641	759	436	505	539	546	721	642	480	250	442	504	435
AGAP011534	1998	1100	1720	1512	1770	2324	1597	1616	1863	2602	2346	2875
AGAP002308	3822	2090	2468	2211	2286	2423	1592	2036	2055	2570	2428	3022
AGAP012900	2358	1527	2134	1867	346	459	346	307	587	405	573	670
AGAP003578	3402	1896	2313	2277	3119	3156	2452	3175	3312	3170	3150	3556
AGAP004804	888	467	618	548	461	532	306	273	542	665	658	582
AGAP006134	39	23	4	17	15	21	31	2	7	22	21	19
AGAP000432	660	378	423	458	679	614	604	533	765	765	795	929
AGAP027987	1348	554	806	762	648	614	484	433	749	895	742	889
AGAP009542	454	225	229	149	806	906	1149	1066	362	575	495	551
AGAP028047	1	0	2	3	7	12	3	2	1	2	3	0
AGAP005190	1542	783	965	801	838	827	703	674	805	1014	939	1078
AGAP001111	16424	9999	11138	9091	8757	9524	7791	7833	8045	8908	9231	9859
AGAP000976	37	11	10	14	11	1	5	26	15	9	8	7
AGAP012433	11075	7908	6518	5369	6996	7658	5734	6109	4168	6182	4814	5869
AGAP005826	3849	2768	2815	2633	2341	2941	2207	2208	1418	2500	2160	2301
AGAP008216	3037	1839	1728	1646	2088	1623	1363	2077	1146	1276	1603	1800
AGAP028107	376	156	268	249	140	153	92	112	198	188	186	259
AGAP001824	235	89	77	43	246	418	589	365	72	179	123	182
AGAP003631	98	68	28	48	71	117	119	82	45	64	42	40
AGAP010937	3076	2026	1836	1622	1616	1478	1061	1301	1166	1477	1555	1333
AGAP010445	11059	7462	7195	6617	8066	7904	5952	7107	6199	6899	7112	7544
AGAP009138	132	72	47	67	415	435	576	380	69	222	154	194
AGAP029602	3684	2389	2941	2314	10606	11398	12883	11201	11084	15786	16250	13879
AGAP000755	5686	3578	3419	2972	2533	3000	2434	2613	2070	3145	2226	2711
AGAP000201	1711	1179	1255	986	803	1024	675	540	1005	1057	1169	1069
